Mean,Std,RMS,Max,Min,Skew,Kurtosis,P2P,CrestFactor,ShapeFactor,Label
0.015263311719893546,0.13742061759945678,0.13826566756094869,0.5258025149700598,-0.5204421556886227,-0.02480805141038254,-0.035493941295261955,1.0462446706586825,3.8028421968040735,1.2507489751024727,Ball
0.014904221793080505,0.1362675961242987,0.13708024504191815,0.5121579640718563,-0.5579646706586827,-0.02041299209174542,-0.06008432759360005,1.070122634730539,4.070350694865341,1.2489840762883468,Ball
0.01396657854291417,0.13961381729079775,0.14031066707383172,0.5920760479041917,-0.45611784431137725,0.011748912633649553,-0.026775184006130548,1.048193892215569,4.219750787676323,1.2537612140188206,Ball
0.013386590375914838,0.1380758582486351,0.13872326204710483,0.4954271457085829,-0.4756100598802395,-0.01438911490986038,-0.12130342223990809,0.9710372055888223,3.5713343126285175,1.2487731599219447,Ball
0.012345015715236196,0.1377131545786874,0.1382653693338389,0.5386348902195609,-0.6070200798403194,-0.027351009338125447,0.02419949813117439,1.1456549700598804,4.390253920883701,1.2558666686896989,Ball
0.012019252062541582,0.1352659384080108,0.1357988825931299,0.4702497005988024,-0.5790812375249501,-0.014574046171371953,-0.07732019084093178,1.0493309381237526,4.264256277129677,1.24895301225406,Ball
0.01159681243512974,0.13716089249240845,0.1376502687537137,0.5160564071856288,-0.4770719760479042,0.01888332411452223,-0.020297302564005193,0.993128383233533,3.7490403168697486,1.2536834299494914,Ball
0.011133899387890885,0.13993355240802102,0.1403757913783856,0.5391221956087824,-0.5313253093812376,0.0073697057023103,-0.09486747851186417,1.07044750499002,3.8405638915015503,1.2455817158585398,Ball
0.01126606743845642,0.14282342764816344,0.1432670784259176,0.565923992015968,-0.5576398003992016,-0.007531658032213338,0.06357494536080921,1.1235637924151696,3.950132844431551,1.2573363207583526,Ball
0.010784420206254159,0.14080163536410423,0.14121403698071672,0.4931530538922156,-0.522391377245509,-0.015332986616775932,0.038388706620237745,1.0155444311377246,3.6992878924411983,1.2582893368590549,Ball
