Mean,Std,RMS,Max,Min,Skew,Kurtosis,P2P,CrestFactor,ShapeFactor,Label
0.015135732461743179,0.28890600468357347,0.28930221212320245,1.5845546906187624,-1.2101417165668662,0.12677454636248592,2.632106309795958,2.7946964071856284,5.477160644537218,1.4015551626240406,Inner
0.014233161663339986,0.2891423143296357,0.28949241929078673,1.511134011976048,-1.2124158083832335,0.13552782483453393,2.129411829842863,2.723549820359281,5.2199432913583745,1.3862967794532106,Inner
0.014650592874251498,0.29361131306374133,0.2939766028625091,1.6389704590818364,-1.2354815968063872,0.135484561072291,2.170902739099672,2.8744520558882236,5.575173136647109,1.3815719331652927,Inner
0.014365451540252825,0.29133163196676204,0.2916855944032414,1.7026450299401197,-1.2946079840319362,0.1643582555054451,2.5873811982633415,2.997253013972056,5.837261293015021,1.399426399380639,Inner
0.013965874657351962,0.2906052952755096,0.2909406869056148,1.6638230339321358,-1.262608263473054,0.14554820079480874,2.463266247620683,2.92643129740519,5.718770556391458,1.4005295318135782,Inner
0.0128158474750499,0.29046544163492594,0.2907480330641573,1.4987889421157685,-1.203806746506986,0.1582505438358026,2.2655722768081317,2.7025956886227545,5.154940951174178,1.3954061820012706,Inner
0.012396101563539588,0.293565749521341,0.2938273517322721,1.5135705389221557,-1.1631979640718564,0.19596200689475854,2.0515817315096214,2.676768502994012,5.15122411170653,1.3867667278237095,Inner
0.012412182641383898,0.2913623994487084,0.2916266621734573,1.739030499001996,-1.2218370459081838,0.20431328801575296,2.5711165335135684,2.9608675449101796,5.9632081855658114,1.3988366938232997,Inner
0.012411776553559547,0.2892664046698352,0.2895325630526355,1.5481692215568863,-1.3701403193612776,0.19411759359024844,2.5553782888359233,2.918309540918164,5.347133342219048,1.402825304448365,Inner
0.01215935236194278,0.29247005967760265,0.2927227112092301,1.608432654690619,-1.2528621556886228,0.1762499913374447,2.5429892453835823,2.861294810379242,5.494731338221842,1.402312216804701,Inner
